customer_id,customer_type,segment,acquisition_channel,customer_since,location_category,age_band,business_size
C01248,Individual,Budget,Referral,2023-01-05,Other,36-45,
C01249,Corporate,Standard,Online,2025-03-14,Urban,,Large (51-200)
C01250,SME,Standard,Walk-in,2022-04-17,Urban,,Enterprise (200+)
C01251,SME,Standard,Online,2024-11-02,Suburban,,Medium (11-50)
C01252,Individual,Premium,Sales Team,2025-09-14,Urban,65+,
C01253,Individual,Standard,Walk-in,2025-10-26,Suburban,36-45,
C01254,SME,Standard,Walk-in,2025-07-17,Urban,,Enterprise (200+)
C01255,Individual,Standard,Walk-in,2025-05-04,Other,46-55,
C01256,Individual,Budget,Sales Team,2023-01-26,Urban,26-35,
C01257,SME,Standard,Online,2025-09-15,Other,,Large (51-200)
C01258,Individual,Standard,Online,2025-07-23,Urban,46-55,
C01259,SME,Budget,Online,2024-01-19,Urban,,Small (1-10)
C01260,Corporate,New,Sales Team,2023-07-17,Urban,,Large (51-200)
C01261,SME,Standard,Referral,2022-06-02,Urban,,Small (1-10)
C01262,Individual,Standard,Online,2024-04-06,Other,26-35,
C01263,SME,Standard,Walk-in,2024-09-07,Other,,Medium (11-50)
C01264,Individual,Premium,Online,2023-07-20,Other,18-25,
C01265,SME,Budget,Sales Team,2023-07-23,Other,,Large (51-200)
C01266,SME,Standard,Online,2024-03-13,Suburban,,Medium (11-50)
C01267,SME,Standard,Referral,2022-02-08,Urban,,Enterprise (200+)
C01268,Individual,Standard,Online,2025-09-03,Suburban,65+,
C01269,Individual,Standard,Online,2023-02-10,Urban,46-55,
C01270,Individual,Premium,Referral,2022-07-17,Suburban,65+,
C01271,Individual,Standard,Referral,2022-01-08,Urban,36-45,
C01272,Individual,New,Referral,2025-04-14,Suburban,56-65,
C01273,Individual,Budget,Walk-in,2025-04-23,Urban,36-45,
C01274,Individual,Standard,Sales Team,2022-05-14,Urban,18-25,
C01275,SME,Premium,Online,2022-08-02,Urban,,Small (1-10)
C01276,Corporate,Budget,Referral,2023-09-20,Urban,,Small (1-10)
C01277,Individual,Premium,Online,2022-09-17,Urban,36-45,
C01278,SME,Standard,Sales Team,2024-10-27,Urban,,Large (51-200)
C01279,Individual,Budget,Walk-in,2022-03-23,Urban,65+,
C01280,Individual,Standard,Online,2024-02-09,Suburban,36-45,
C01281,Individual,Standard,Referral,2023-06-20,Urban,65+,
C01282,SME,Premium,Sales Team,2023-10-13,Suburban,,Small (1-10)
C01283,Corporate,Premium,Sales Team,2023-08-18,Urban,,Small (1-10)
C01284,SME,Standard,Referral,2022-08-03,Suburban,,Medium (11-50)
C01285,Corporate,New,Walk-in,2022-11-05,Urban,,Medium (11-50)
C01286,Corporate,Standard,Referral,2022-04-01,Urban,,Large (51-200)
C01287,Individual,Standard,Referral,2022-06-11,Suburban,26-35,
C01288,Individual,Budget,Walk-in,2025-10-01,Suburban,18-25,
C01289,Individual,Premium,Online,2023-01-27,Urban,46-55,
C01290,Corporate,Standard,Online,2023-03-06,Urban,,Medium (11-50)
C01291,Individual,Standard,Sales Team,2022-06-27,Urban,36-45,
C01292,Individual,Budget,Walk-in,2024-11-23,Urban,46-55,
C01293,SME,Standard,Referral,2025-07-17,Urban,,Large (51-200)
C01294,Individual,Budget,Walk-in,2025-01-10,Suburban,36-45,
C01295,SME,New,Walk-in,2024-05-07,Urban,,Large (51-200)
C01296,Individual,Budget,Online,2025-02-12,Suburban,46-55,
C01297,Corporate,New,Sales Team,2023-07-20,Urban,,Small (1-10)
C01298,SME,Budget,Walk-in,2025-04-18,Urban,,Medium (11-50)
C01299,Individual,New,Referral,2025-01-22,Urban,56-65,
C01300,SME,Budget,Referral,2022-01-03,Urban,,Large (51-200)
C01301,Individual,Budget,Walk-in,2023-11-14,Urban,26-35,
C01302,Individual,Budget,Sales Team,2023-01-06,Suburban,46-55,
C01303,Individual,New,Referral,2022-05-01,Suburban,46-55,
C01304,SME,Standard,Referral,2025-03-30,Urban,,Small (1-10)
C01305,Individual,Budget,Walk-in,2022-01-12,Urban,18-25,
C01306,Individual,Standard,Referral,2024-10-19,Suburban,65+,
C01307,SME,New,Referral,2025-10-15,Urban,,Small (1-10)
C01308,Individual,Standard,Sales Team,2023-11-06,Urban,18-25,
C01309,Individual,Budget,Walk-in,2023-06-04,Suburban,26-35,
C01310,Individual,Budget,Sales Team,2024-04-28,Urban,65+,
C01311,Individual,New,Walk-in,2025-01-31,Urban,18-25,
C01312,SME,Standard,Online,2022-12-03,Urban,,Medium (11-50)
C01313,Individual,Budget,Sales Team,2022-12-17,Suburban,36-45,
C01314,Individual,Budget,Online,2024-04-30,Urban,56-65,
C01315,Corporate,New,Online,2025-08-08,Suburban,,Large (51-200)
C01316,Individual,New,Sales Team,2023-02-22,Urban,26-35,
C01317,SME,Standard,Walk-in,2023-06-12,Urban,,Enterprise (200+)
C01318,Individual,Standard,Sales Team,2025-10-22,Urban,36-45,
C01319,SME,Standard,Referral,2022-09-04,Suburban,,Small (1-10)
C01320,SME,New,Sales Team,2022-04-18,Urban,,Large (51-200)
C01321,SME,Standard,Walk-in,2024-04-05,Suburban,,Large (51-200)
C01322,Individual,Budget,Walk-in,2022-02-03,Urban,36-45,
C01323,Individual,Budget,Sales Team,2022-09-10,Urban,36-45,
C01324,SME,Standard,Online,2024-05-21,Urban,,Medium (11-50)
C01325,Individual,Standard,Walk-in,2024-07-12,Urban,26-35,
C01326,Individual,Standard,Walk-in,2023-12-16,Urban,36-45,
C01327,Individual,New,Walk-in,2023-06-22,Suburban,18-25,
C01328,Corporate,Standard,Sales Team,2024-03-17,Other,,Enterprise (200+)
C01329,SME,Premium,Walk-in,2024-06-19,Suburban,,Large (51-200)
C01330,Individual,Budget,Referral,2025-01-29,Suburban,18-25,
C01331,SME,Standard,Referral,2025-01-14,Urban,,Small (1-10)
C01332,Individual,New,Sales Team,2024-07-19,Suburban,65+,
C01333,Individual,Standard,Sales Team,2025-06-05,Urban,36-45,
C01334,Individual,Standard,Sales Team,2025-03-19,Suburban,46-55,
C01335,Individual,Premium,Referral,2022-07-06,Suburban,26-35,
C01336,Individual,Standard,Online,2025-09-01,Urban,65+,
C01337,SME,Standard,Walk-in,2025-06-02,Other,,Medium (11-50)
C01338,SME,Budget,Walk-in,2023-03-26,Suburban,,Enterprise (200+)
C01339,Individual,Standard,Referral,2022-01-29,Urban,65+,
C01340,Individual,Standard,Walk-in,2024-04-25,Other,46-55,
C01341,Individual,Standard,Referral,2023-09-06,Urban,65+,
C01342,Corporate,Standard,Online,2024-11-15,Urban,,Small (1-10)
C01343,Corporate,New,Online,2024-01-05,Urban,,Enterprise (200+)
C01344,Corporate,Standard,Referral,2022-04-18,Suburban,,Large (51-200)
C01345,Individual,New,Referral,2022-12-09,Urban,46-55,
C01346,Individual,Standard,Sales Team,2025-05-20,Other,36-45,
C01347,Individual,Premium,Walk-in,2022-02-22,Urban,18-25,
C01348,Individual,Standard,Sales Team,2024-10-28,Urban,65+,
C01349,Individual,Premium,Online,2023-02-13,Suburban,65+,
C01350,Individual,Budget,Online,2023-09-26,Urban,18-25,
C01351,Corporate,Standard,Online,2024-01-14,Suburban,,Enterprise (200+)
C01352,Individual,Standard,Walk-in,2022-12-17,Urban,65+,
C01353,Individual,Budget,Online,2024-07-01,Other,36-45,
C01354,SME,Budget,Walk-in,2024-08-28,Suburban,,Medium (11-50)
C01355,Individual,New,Walk-in,2022-04-30,Urban,65+,
C01356,SME,New,Sales Team,2023-06-08,Urban,,Large (51-200)
C01357,Individual,Budget,Online,2024-11-08,Urban,18-25,
C01358,SME,Budget,Online,2024-10-07,Other,,Medium (11-50)
C01359,Individual,Budget,Online,2024-02-02,Suburban,36-45,
C01360,Individual,Standard,Referral,2024-12-24,Urban,26-35,
C01361,SME,Budget,Walk-in,2022-05-31,Urban,,Medium (11-50)
C01362,Individual,Premium,Online,2022-06-15,Suburban,26-35,
C01363,Individual,Budget,Walk-in,2024-07-09,Urban,56-65,
C01364,Individual,New,Referral,2024-08-28,Suburban,26-35,
C01365,Individual,Premium,Sales Team,2025-02-14,Suburban,36-45,
C01366,SME,Budget,Sales Team,2022-09-11,Urban,,Enterprise (200+)
C01367,Individual,New,Online,2023-12-25,Urban,36-45,
C01368,Individual,Standard,Sales Team,2024-07-14,Urban,56-65,
C01369,Individual,Standard,Online,2022-11-10,Urban,18-25,
C01370,SME,New,Walk-in,2023-12-25,Other,,Small (1-10)
C01371,Individual,New,Sales Team,2024-06-12,Suburban,36-45,
C01372,Individual,Premium,Walk-in,2022-10-28,Suburban,46-55,
C01373,SME,Standard,Walk-in,2023-06-10,Urban,,Medium (11-50)
C01374,Individual,Budget,Online,2022-10-30,Urban,56-65,
C01375,SME,Standard,Walk-in,2025-06-18,Suburban,,Large (51-200)
C01376,Individual,Standard,Walk-in,2022-11-28,Urban,65+,
C01377,Individual,Premium,Referral,2022-06-19,Urban,26-35,
C01378,Individual,Standard,Referral,2022-02-19,Urban,65+,
C01379,Corporate,Standard,Walk-in,2022-03-04,Suburban,,Large (51-200)
C01380,Individual,Budget,Walk-in,2022-09-26,Suburban,26-35,
C01381,Individual,Budget,Online,2024-05-01,Urban,56-65,
C01382,Individual,Budget,Sales Team,2022-01-25,Suburban,18-25,
C01383,Individual,Standard,Walk-in,2023-02-06,Urban,65+,
C01384,Individual,Standard,Online,2022-03-23,Urban,26-35,
C01385,Individual,Premium,Online,2023-07-20,Urban,26-35,
C01386,Individual,Standard,Walk-in,2022-03-10,Suburban,46-55,
C01387,Individual,Standard,Walk-in,2024-04-30,Urban,26-35,
C01388,Individual,Standard,Online,2024-08-21,Urban,18-25,
C01389,Individual,Premium,Online,2024-10-20,Urban,26-35,
C01390,Individual,Standard,Walk-in,2022-11-11,Suburban,26-35,
C01391,Individual,Budget,Walk-in,2025-04-30,Suburban,46-55,
C01392,Individual,Budget,Walk-in,2024-08-24,Urban,26-35,
C01393,Individual,New,Referral,2022-03-21,Other,18-25,
C01394,Individual,Budget,Walk-in,2023-09-10,Urban,26-35,
C01395,Individual,Standard,Online,2024-12-10,Urban,56-65,
C01396,Individual,Premium,Referral,2023-03-12,Suburban,36-45,
C01397,SME,Standard,Walk-in,2023-06-19,Suburban,,Large (51-200)
C01398,Individual,Premium,Walk-in,2024-05-31,Urban,46-55,
C01399,SME,Standard,Online,2022-03-19,Suburban,,Medium (11-50)
C01400,Individual,Standard,Walk-in,2025-09-15,Urban,36-45,
C01401,SME,Standard,Online,2022-09-02,Suburban,,Small (1-10)
C01402,Individual,Standard,Online,2022-02-07,Suburban,56-65,
C01403,Individual,Budget,Online,2022-01-08,Other,46-55,
C01404,Individual,Budget,Online,2023-07-14,Urban,18-25,
C01405,Corporate,Budget,Walk-in,2025-05-22,Suburban,,Large (51-200)
C01406,Individual,Budget,Walk-in,2025-02-21,Suburban,65+,
C01407,Individual,Standard,Walk-in,2025-06-30,Urban,56-65,
C01408,Individual,Premium,Referral,2024-01-18,Urban,56-65,
C01409,SME,Budget,Online,2023-09-21,Other,,Small (1-10)
C01410,Individual,Standard,Referral,2023-06-25,Urban,36-45,
C01411,Individual,Standard,Walk-in,2022-03-06,Suburban,65+,
C01412,Individual,Standard,Online,2025-06-27,Urban,36-45,
C01413,Corporate,New,Online,2023-11-26,Suburban,,Enterprise (200+)
C01414,Individual,Budget,Walk-in,2023-09-30,Urban,56-65,
C01415,Individual,Standard,Walk-in,2023-12-23,Other,26-35,
C01416,Corporate,Budget,Online,2025-01-16,Suburban,,Small (1-10)
C01417,Individual,Standard,Online,2022-11-11,Urban,56-65,
C01418,Individual,Standard,Walk-in,2024-09-20,Suburban,65+,
C01419,Individual,Standard,Online,2024-09-22,Suburban,18-25,
C01420,Individual,Standard,Referral,2025-04-04,Urban,36-45,
C01421,Individual,Budget,Sales Team,2022-01-13,Urban,46-55,
C01422,Individual,Premium,Online,2022-08-27,Suburban,36-45,
C01423,SME,Budget,Online,2023-10-22,Suburban,,Small (1-10)
C01424,SME,Standard,Referral,2025-04-05,Urban,,Large (51-200)
C01425,Individual,Budget,Online,2025-09-13,Suburban,36-45,
C01426,Individual,Budget,Online,2024-04-12,Urban,56-65,
C01427,Individual,Budget,Online,2022-10-24,Urban,65+,
C01428,Corporate,Budget,Online,2022-09-16,Suburban,,Enterprise (200+)
C01429,Individual,New,Online,2024-06-14,Urban,46-55,
C01430,Individual,Standard,Sales Team,2022-10-22,Urban,46-55,
C01431,Individual,Budget,Sales Team,2024-02-14,Urban,65+,
C01432,Individual,Budget,Online,2025-03-14,Urban,36-45,
C01433,Individual,Standard,Referral,2023-06-30,Urban,36-45,
C01434,SME,Standard,Walk-in,2023-06-14,Suburban,,Small (1-10)
C01435,Individual,Standard,Sales Team,2022-02-20,Urban,56-65,
C01436,Corporate,Standard,Sales Team,2022-12-22,Suburban,,Medium (11-50)
C01437,Individual,Standard,Referral,2024-09-04,Suburban,46-55,
C01438,SME,Standard,Online,2023-05-20,Urban,,Enterprise (200+)
C01439,SME,Budget,Referral,2022-08-10,Urban,,Medium (11-50)
C01440,Corporate,Standard,Walk-in,2022-05-29,Suburban,,Large (51-200)
C01441,Individual,Budget,Online,2022-05-14,Urban,65+,
C01442,Individual,Standard,Online,2024-07-11,Urban,26-35,
C01443,Individual,Budget,Online,2024-05-07,Suburban,36-45,
C01444,Individual,Premium,Online,2023-12-27,Suburban,26-35,
C01445,Individual,Standard,Walk-in,2023-12-02,Suburban,18-25,
C01446,Corporate,Premium,Referral,2022-08-03,Urban,,Large (51-200)
C01447,Corporate,Budget,Walk-in,2023-12-02,Urban,,Medium (11-50)
C01448,Individual,Standard,Walk-in,2022-03-25,Urban,36-45,
C01449,Individual,New,Walk-in,2025-07-20,Suburban,56-65,
C01450,SME,Standard,Online,2022-03-23,Urban,,Enterprise (200+)
C01451,Corporate,Standard,Walk-in,2023-08-16,Urban,,Large (51-200)
C01452,Individual,Standard,Walk-in,2022-01-01,Urban,26-35,
C01453,Individual,Budget,Referral,2025-01-05,Suburban,26-35,
C01454,SME,Standard,Referral,2022-08-21,Suburban,,Small (1-10)
C01455,Individual,Standard,Walk-in,2025-07-18,Urban,56-65,
C01456,Individual,Standard,Online,2022-03-03,Urban,65+,
C01457,Corporate,Premium,Referral,2025-02-23,Urban,,Medium (11-50)
C01458,Corporate,Premium,Referral,2024-07-08,Urban,,Medium (11-50)
C01459,Corporate,New,Referral,2022-12-16,Urban,,Large (51-200)
C01460,SME,Standard,Online,2022-10-11,Urban,,Medium (11-50)
C01461,Individual,Premium,Walk-in,2023-05-16,Suburban,18-25,
C01462,Individual,New,Referral,2025-03-05,Suburban,56-65,
C01463,Individual,Premium,Walk-in,2025-04-21,Other,46-55,
C01464,Individual,Standard,Online,2022-09-03,Other,26-35,
C01465,Individual,Budget,Online,2023-05-10,Urban,65+,
C01466,Individual,New,Online,2022-11-29,Urban,56-65,
C01467,Individual,Budget,Walk-in,2022-06-21,Urban,65+,
C01468,SME,Standard,Sales Team,2024-06-24,Suburban,,Medium (11-50)
C01469,Individual,New,Online,2023-04-30,Urban,36-45,
C01470,Individual,Premium,Referral,2022-11-12,Urban,46-55,
C01471,Individual,New,Online,2025-04-27,Urban,26-35,
C01472,Individual,Budget,Referral,2024-11-13,Urban,46-55,
C01473,SME,New,Walk-in,2024-12-19,Suburban,,Enterprise (200+)
C01474,Individual,Standard,Referral,2022-02-24,Suburban,18-25,
C01475,Individual,Premium,Sales Team,2025-07-05,Urban,18-25,
C01476,SME,Budget,Online,2024-03-15,Other,,Enterprise (200+)
C01477,Individual,Standard,Online,2023-12-07,Urban,18-25,
C01478,Individual,Standard,Walk-in,2022-01-15,Urban,56-65,
C01479,Individual,New,Referral,2025-06-10,Urban,36-45,
C01480,Individual,Budget,Walk-in,2024-02-01,Suburban,65+,
C01481,Individual,Standard,Referral,2025-03-01,Suburban,46-55,
C01482,Individual,Standard,Walk-in,2024-07-06,Urban,65+,
C01483,Individual,Premium,Online,2025-01-20,Other,36-45,
C01484,Individual,Standard,Referral,2024-08-28,Urban,26-35,
C01485,Individual,Premium,Walk-in,2025-07-13,Urban,18-25,
C01486,Individual,Budget,Referral,2022-11-12,Suburban,36-45,
C01487,SME,Budget,Referral,2022-10-10,Other,,Large (51-200)
C01488,Individual,Standard,Walk-in,2024-09-24,Suburban,65+,
C01489,Individual,Standard,Online,2023-12-03,Other,46-55,
C01490,Individual,Budget,Sales Team,2024-04-18,Urban,18-25,
C01491,Individual,Budget,Walk-in,2024-09-18,Suburban,18-25,
C01492,Individual,New,Walk-in,2024-02-06,Suburban,65+,
C01493,SME,Standard,Online,2025-01-07,Urban,,Large (51-200)
C01494,SME,Budget,Referral,2023-03-23,Urban,,Enterprise (200+)
C01495,Individual,Standard,Sales Team,2025-04-17,Other,36-45,
C01496,Individual,Standard,Referral,2022-05-31,Urban,46-55,
C01497,Corporate,New,Online,2024-06-06,Urban,,Enterprise (200+)
C01498,Individual,Standard,Online,2025-05-31,Suburban,26-35,
C01499,Individual,Standard,Online,2022-12-20,Other,65+,
C01500,Individual,Standard,Online,2023-04-03,Other,36-45,
C01501,Individual,Standard,Walk-in,2023-03-04,Suburban,36-45,
C01502,SME,Standard,Walk-in,2024-02-29,Urban,,Medium (11-50)
C01503,Individual,Budget,Sales Team,2023-08-02,Other,36-45,
C01504,Corporate,Standard,Online,2022-06-01,Urban,,Enterprise (200+)
C01505,Individual,Standard,Online,2025-06-01,Suburban,36-45,
C01506,Individual,New,Referral,2022-10-14,Urban,46-55,
C01507,Individual,Standard,Walk-in,2024-01-18,Suburban,46-55,
C01508,Individual,New,Online,2024-04-12,Suburban,56-65,
C01509,Individual,Standard,Online,2022-02-27,Suburban,18-25,
C01510,Individual,Standard,Referral,2022-05-14,Urban,18-25,
C01511,Individual,Standard,Walk-in,2025-09-22,Urban,56-65,
C01512,SME,Budget,Walk-in,2024-07-19,Urban,,Large (51-200)
C01513,Individual,Premium,Sales Team,2022-02-16,Urban,26-35,
C01514,Individual,New,Referral,2025-01-16,Suburban,36-45,
C01515,Individual,Standard,Sales Team,2023-12-13,Urban,56-65,
C01516,Individual,Standard,Online,2022-04-16,Suburban,56-65,
C01517,SME,Standard,Online,2024-08-11,Urban,,Medium (11-50)
C01518,SME,Premium,Online,2023-12-01,Urban,,Small (1-10)
C01519,SME,Standard,Online,2022-10-14,Suburban,,Small (1-10)
C01520,Individual,Standard,Online,2025-05-13,Urban,18-25,
C01521,Individual,Standard,Online,2023-02-12,Urban,18-25,
C01522,Individual,Budget,Online,2023-02-03,Urban,18-25,
C01523,Individual,Standard,Walk-in,2023-01-17,Urban,56-65,
C01524,Individual,Premium,Walk-in,2024-12-10,Suburban,36-45,
C01525,Individual,Premium,Walk-in,2024-09-15,Urban,46-55,
C01526,Individual,Standard,Online,2025-06-18,Urban,56-65,
C01527,Individual,Standard,Referral,2022-11-18,Suburban,46-55,
C01528,Individual,Budget,Walk-in,2025-01-05,Urban,26-35,
C01529,SME,Standard,Referral,2024-03-13,Suburban,,Medium (11-50)
C01530,Corporate,New,Online,2023-03-09,Urban,,Small (1-10)
C01531,Individual,Standard,Referral,2022-02-19,Other,56-65,
C01532,Corporate,Premium,Walk-in,2025-02-20,Urban,,Large (51-200)
C01533,Individual,New,Online,2022-12-04,Urban,18-25,
C01534,Corporate,Standard,Walk-in,2024-06-03,Other,,Small (1-10)
C01535,Corporate,Standard,Online,2024-02-08,Suburban,,Enterprise (200+)
C01536,Individual,New,Online,2022-01-07,Suburban,46-55,
C01537,SME,New,Online,2025-10-24,Suburban,,Medium (11-50)
C01538,Corporate,Budget,Referral,2025-02-14,Urban,,Enterprise (200+)
C01539,Corporate,Premium,Online,2023-11-13,Suburban,,Medium (11-50)
C01540,Corporate,Standard,Walk-in,2024-08-10,Suburban,,Large (51-200)
C01541,Individual,New,Online,2023-10-30,Urban,26-35,
C01542,Individual,New,Referral,2024-11-08,Urban,26-35,
C01543,SME,Premium,Walk-in,2022-07-08,Urban,,Small (1-10)
C01544,Individual,Standard,Online,2023-09-17,Other,18-25,
C01545,Individual,Standard,Referral,2023-04-15,Urban,26-35,
C01546,Individual,Premium,Referral,2023-10-06,Urban,56-65,
C01547,Individual,Budget,Online,2023-09-23,Suburban,46-55,
C01548,Individual,Standard,Online,2022-07-20,Suburban,18-25,
C01549,SME,Standard,Walk-in,2025-09-29,Urban,,Large (51-200)
C01550,Individual,Premium,Online,2022-01-22,Suburban,46-55,
C01551,SME,Standard,Walk-in,2022-01-15,Urban,,Small (1-10)
C01552,SME,Standard,Online,2023-06-07,Suburban,,Large (51-200)
C01553,Individual,Standard,Walk-in,2024-05-18,Urban,56-65,
C01554,Individual,Premium,Walk-in,2022-09-09,Urban,26-35,
C01555,Individual,New,Online,2024-01-17,Suburban,65+,
C01556,Corporate,Premium,Referral,2024-10-08,Urban,,Large (51-200)
C01557,SME,Standard,Online,2022-05-12,Urban,,Enterprise (200+)
C01558,Individual,Standard,Sales Team,2025-10-10,Urban,46-55,
C01559,Individual,Premium,Sales Team,2023-04-17,Suburban,46-55,
C01560,Individual,Standard,Online,2024-06-18,Suburban,65+,
C01561,Individual,Premium,Walk-in,2022-06-05,Suburban,46-55,
C01562,Corporate,Premium,Online,2024-09-20,Other,,Medium (11-50)
C01563,SME,Standard,Referral,2025-03-22,Other,,Small (1-10)
C01564,Individual,Budget,Walk-in,2022-05-28,Urban,56-65,
C01565,SME,Premium,Online,2022-06-26,Urban,,Medium (11-50)
C01566,Individual,Standard,Online,2023-01-29,Suburban,56-65,
C01567,SME,Standard,Walk-in,2022-01-17,Other,,Medium (11-50)
C01568,Individual,Standard,Online,2025-10-12,Other,36-45,
C01569,Individual,Standard,Walk-in,2024-04-17,Suburban,65+,
C01570,Corporate,Premium,Online,2024-04-30,Urban,,Enterprise (200+)
C01571,Individual,Standard,Referral,2025-09-04,Other,46-55,
C01572,Individual,Standard,Online,2025-03-10,Other,46-55,
C01573,Corporate,New,Sales Team,2025-02-13,Suburban,,Large (51-200)
C01574,Individual,New,Online,2023-04-21,Suburban,46-55,
C01575,Individual,New,Referral,2023-04-14,Suburban,36-45,
C01576,Individual,Standard,Walk-in,2023-02-13,Other,36-45,
C01577,Individual,Premium,Sales Team,2023-05-01,Urban,46-55,
C01578,Individual,Standard,Sales Team,2023-06-02,Suburban,36-45,
C01579,Individual,Standard,Online,2022-07-16,Urban,36-45,
C01580,SME,Premium,Online,2023-05-14,Urban,,Enterprise (200+)
C01581,Individual,Premium,Online,2023-09-18,Urban,18-25,
C01582,Individual,Standard,Walk-in,2023-03-10,Urban,56-65,
C01583,SME,Standard,Sales Team,2022-08-20,Urban,,Small (1-10)
C01584,Individual,Standard,Walk-in,2023-06-07,Other,36-45,
C01585,SME,Budget,Online,2023-11-05,Suburban,,Small (1-10)
C01586,Individual,Standard,Referral,2024-10-06,Suburban,26-35,
C01587,Corporate,New,Online,2024-09-22,Urban,,Large (51-200)
C01588,Individual,Standard,Referral,2022-10-11,Urban,36-45,
C01589,Individual,Standard,Referral,2022-02-21,Suburban,56-65,
C01590,SME,Standard,Online,2023-03-02,Suburban,,Medium (11-50)
C01591,Individual,Standard,Walk-in,2022-08-08,Urban,36-45,
C01592,Individual,Standard,Sales Team,2023-07-09,Suburban,26-35,
C01593,Individual,Standard,Walk-in,2025-10-03,Suburban,26-35,
C01594,Individual,Budget,Sales Team,2022-09-11,Suburban,46-55,
C01595,Individual,Standard,Walk-in,2023-03-23,Other,36-45,
C01596,Individual,Standard,Walk-in,2024-10-12,Suburban,18-25,
C01597,Individual,New,Referral,2023-12-14,Suburban,18-25,
C01598,Individual,Premium,Walk-in,2022-03-03,Urban,18-25,
C01599,Individual,Standard,Referral,2022-08-15,Urban,36-45,
C01600,Individual,Standard,Referral,2025-08-02,Urban,65+,
C01601,Individual,Standard,Referral,2022-05-25,Suburban,65+,
C01602,Individual,Standard,Walk-in,2024-06-08,Suburban,46-55,
C01603,Individual,Premium,Walk-in,2025-01-14,Urban,36-45,
C01604,Individual,Budget,Sales Team,2023-01-07,Suburban,46-55,
C01605,Individual,Standard,Sales Team,2024-10-12,Urban,56-65,
C01606,Individual,Standard,Sales Team,2022-08-26,Urban,65+,
C01607,Individual,Standard,Referral,2023-02-03,Other,56-65,
C01608,Individual,New,Sales Team,2023-03-13,Urban,18-25,
C01609,Individual,Budget,Walk-in,2025-10-27,Urban,46-55,
C01610,Individual,New,Sales Team,2022-10-28,Urban,18-25,
C01611,SME,Budget,Referral,2022-06-30,Urban,,Small (1-10)
C01612,Individual,Budget,Referral,2025-07-19,Suburban,26-35,
C01613,Individual,Standard,Sales Team,2022-08-15,Other,65+,
C01614,Individual,New,Referral,2025-05-15,Suburban,26-35,
C01615,Individual,Standard,Online,2024-06-29,Suburban,46-55,
C01616,Individual,Standard,Online,2024-03-18,Urban,26-35,
C01617,Individual,Budget,Referral,2024-11-17,Suburban,65+,
C01618,Individual,Standard,Referral,2024-10-13,Urban,65+,
C01619,Individual,Premium,Sales Team,2022-06-04,Urban,46-55,
C01620,SME,Standard,Sales Team,2025-10-31,Suburban,,Large (51-200)
C01621,Corporate,Standard,Sales Team,2025-08-11,Urban,,Medium (11-50)
C01622,Individual,Budget,Online,2025-06-09,Urban,65+,
C01623,Individual,Standard,Online,2024-05-21,Urban,56-65,
C01624,SME,Budget,Online,2024-01-02,Suburban,,Medium (11-50)
C01625,Individual,Standard,Online,2024-01-21,Urban,65+,
C01626,SME,Budget,Referral,2022-01-21,Urban,,Small (1-10)
C01627,Individual,Premium,Walk-in,2023-12-01,Suburban,36-45,
C01628,Corporate,New,Sales Team,2024-05-23,Urban,,Medium (11-50)
C01629,Corporate,Standard,Online,2024-07-11,Other,,Small (1-10)
C01630,Individual,Standard,Online,2023-04-10,Urban,56-65,
C01631,Individual,Standard,Online,2023-10-22,Suburban,56-65,
C01632,Individual,Standard,Referral,2024-06-09,Other,26-35,
C01633,Individual,Standard,Online,2023-08-23,Urban,65+,
C01634,Individual,Budget,Online,2025-09-08,Suburban,18-25,
C01635,Corporate,New,Online,2024-09-14,Urban,,Medium (11-50)
C01636,Individual,Budget,Online,2022-01-02,Suburban,46-55,
C01637,Individual,Standard,Walk-in,2022-02-02,Other,26-35,
C01638,SME,Standard,Online,2024-08-24,Suburban,,Enterprise (200+)
C01639,Individual,Budget,Referral,2023-08-01,Other,56-65,
C01640,Individual,Budget,Referral,2025-03-21,Suburban,36-45,
C01641,Corporate,Standard,Referral,2022-08-31,Suburban,,Large (51-200)
C01642,Individual,New,Online,2022-01-20,Urban,65+,
C01643,Individual,Standard,Walk-in,2023-06-28,Suburban,56-65,
C01644,Individual,Budget,Sales Team,2024-10-27,Suburban,36-45,
C01645,Corporate,New,Walk-in,2025-09-22,Suburban,,Enterprise (200+)
C01646,Individual,Budget,Online,2025-05-22,Urban,18-25,
C01647,Individual,Standard,Referral,2023-11-09,Urban,65+,
C01648,Individual,Standard,Online,2025-02-11,Suburban,36-45,
C01649,Individual,Premium,Online,2022-04-09,Other,26-35,
C01650,Corporate,Budget,Sales Team,2024-03-12,Urban,,Large (51-200)
C01651,Individual,Standard,Online,2025-07-18,Urban,18-25,
C01652,Corporate,Budget,Online,2023-07-09,Urban,,Medium (11-50)
C01653,Individual,New,Online,2025-09-06,Urban,18-25,
C01654,Individual,Standard,Referral,2022-11-05,Other,26-35,
C01655,SME,Standard,Sales Team,2022-05-28,Urban,,Large (51-200)
C01656,Individual,Budget,Referral,2024-01-05,Urban,46-55,
C01657,Individual,Standard,Referral,2025-06-24,Urban,36-45,
C01658,SME,Standard,Referral,2023-03-12,Urban,,Medium (11-50)
C01659,Individual,Premium,Walk-in,2025-01-25,Other,46-55,
C01660,Individual,Standard,Online,2022-08-25,Urban,56-65,
